sent_id	id1	id2	out1	out2	label
638	954	623	the serum phosphorus at 12 weeks	serum phosphorus	1
226	389	475	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	small LDLP	0
3	0	1009	the horizontal VAS according to Jensen	Mean societal costs after one year	0
158	224	1067	general foot health	'first-step' pain	0
436	1496	909	1) physical activity, 2) work productivity, and 3) sickness absence	body weight	0
228	389	477	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	HDL particle number (HDLP)	0
596	913	246	caesarean birth	induction	0
192	1983	79	nutrition knowledge	Mean total nutrition knowledge score	1
671	1802	1020	The throughput times length of ED stay (LOS) and time to first physician 1	The average LOS	0
109	210	854	glycated hemoglobin A1c, body mass index (BMI), blood pressure, lipids and control criteria during the 2-year follow-up period	systolic blood pressure (SBP) levels	0
243	406	267	a dichotomous measure (occurrence of low back pain)	One year response rate	0
241	406	265	a dichotomous measure (occurrence of low back pain)	military status	0
244	1314	23	the assessment of treatment toxicity and tumor response as measured according to modified (volumetric) MacDonald's criteria 20	grade 1-3 adverse events	0
571	1659	308	response rate	dentist response rates	1
504	1573	888	the clinical and virological effects of zidovudine in combination with lamivudine	bladder function	0
684	1816	852	pain and disability	disability	0
65	108	800	rescue NSAIDs	all three scores in the comparative questionnaire (locomotion, every-day situations, and skin & coat)	0
269	464	973	a change in the serum ALT activity or the INR	serum transaminase	0
109	210	854	glycated hemoglobin A1c	systolic blood pressure (SBP) levels	0
400	1481	41	Depressive symptoms	The percentages of participants with severe depressive symptoms	1
175	257	1081	participation	participation	1
330	1402	130	the patient assessment of spinal pain (100-mm VAS), patient global assessment of disease activity (100-mm VAS), and the Bath Ankylosing Spondylitis Functional Index (100-mm VAS)	NNTs	0
561	861	934	changes in lifestyle according to established goals	aerobic capacity	0
659	984	320	improvement in oxygenation (improvement of PaO 2 /FiO 2 (PF) ratio)	tidal volume	0
165	1233	84	the maximum % fall in FEV 1 7 hours after the first AMP challenge	protective effect against AMP-induced bronchoconstriction	0
420	655	104	attitudes, knowledge and skills in EBM	a knowledge score	0
384	1463	263	the differences in the levels of iFGF23	the iPTH level	0
483	1541	596	ETDRS visual acuity recorded in the laboratory, supplemented with a number of secondary lab-based visual function measures	normal illumination VA	1
179	1243	323	the change relative to baseline in the multiple sclerosis functional composite score (MSFC)	MSFC scores	1
564	1647	178	serum metal ion concentration	periprosthetic bone density loss	0
384	627	317	the ovicidal effect of the treatments, defined as no nymphal lice emerging from eggs between treatments	lice	1
712	1846	614	physical activity	physical activity	1
103	1128	944	time from the commencement of study drug to extubation	underwent tracheostomy	0
605	1717	365	changes in absenteeism, school rule infractions and suspension days during the four-month pretest period prior to randomization compared with the four-month intervention period	absenteeism	0
284	1341	743	shoulder mobility	shoulder mobility	1
132	200	460	the change in serum methylmalonic acid (MMA) levels after one month of treatment	serum MMA levels	1
376	624	262	the percentage of responders according to American College of Rheumatology 50 criteria	therapeutic responses	1
452	707	1068	health-related quality of life (HRQoL)	6-minute walking distance	0
277	1337	66	cumulative survival without mechanical ventilation or oxygen dependency at 30 days	mortality	0
103	1128	944	time from the commencement of study drug to extubation	successfully extubated	1
232	389	481	comparison of the change from baseline to end of 12 weeks between simvastatin and fenofibrate	small LDLP	0
715	1862	924	pain severity and knee range of motion (ROM)	pain	0
760	1938	546	reduction in duration of severe pneumonia and pneumonia	intravenous fluid	0
157	224	1066	'first-step' pain (measured on a 100 mm Visual Analogue Scale) and the Foot Health Status Questionnaire domains of foot pain, foot function and general foot health	events were mild to moderate and short-lived	0
390	632	215	WOMAC Pain	Physical Function	0
765	1979	932	an injury surveillance with a missed match injury definition	weeks missed due to non-contact knee injury	0
390	632	215	Total scores	the SF-36 Physical Function	0
113	1988	944	time to extubation	successfully extubated	1
424	660	861	clinical response at the test-of-cure visit (14–35 days after therapy) for the m-mITT and ME populations	frequently reported adverse events	0
57	273	1002	Treatment Alliance Scale (TAS)	alliance	1
129	190	190	all-cause mortality over 3 years	health status	0
117	1145	1055	the number of additional donors deferred by the HQ	deferred due to risks identified by the HQ but not by the DHAQ	1
761	1938	547	reduction in duration of severe pneumonia and pneumonia	hospital stay	0
432	1494	46	Number of headache days over a 12 week period (item A MIDAS questionnaire)	impact on daily life of migraines	0
48	82	1056	change in SBP and change in HOMA index, from week 0 (pre-treatment) to week 6	HbA1c	0
309	513	197	Early Treatment Failure (ETF); Late Clinical Failure (LCF); Late Parasitological Failure (LPF); Adequate Clinical and Parasitological Response (ACPR) 18	28-day cure rate	0
65	108	800	the HCPI	PVF	0
598	913	248	postpartum haemorrhage	safe	0
607	1719	705	the occurrence of any surgical-site infection within 30 days of surgery	surgical-site infection	1
760	1938	546	reduction in duration of severe pneumonia and pneumonia	duration of hospital stay	0
696	1924	789	the anatomical knowledge (MCQ)	the anatomical MC exam	1
42	77	793	VC	Risk reductions	0
512	1583	982	an overall response that integrated clinical, bacteriological and radiological results, at the end of treatment (month 6) and after 12 additional months of follow-up (month 18)	bacteriology	0
663	1790	1022	severity of mental health symptoms measured using the Hospital Anxiety and Depression Scale (HADS) 23	clinical outcomes	0
188	288	363	the number of hospital days after surgery	The median pre-operative fluid loading volume	0
402	1481	43	Depressive symptoms	risk of developing severe depressive symptoms	1
555	1631	517	The proportion of recurrent parasitaemia's during the 4-week follow-up	improvement of anaemia	0
654	980	99	BMD	two major determinants of bone fractures	0
289	1342	740	the percentage change in "average pain for the past 24 hours" NPRS scores from baseline to weeks 2 through 8	efficacy	0
684	1816	852	pain	pain	1
661	1787	250	the percentage of time the temperature was out of range during the first 24 hours of treatment (defined as more than 0.2°C above or below target temperature)	out of range	1
237	1965	199	to test the effect of TA on the incidence of IR and VS in patients undergoing elective CPB	D-dimer	0
715	1862	924	pain severity	pain	1
548	831	143	violent attitudes using the Total MVQ score	locus of control	0
104	1128	945	time from the commencement of study drug to extubation	discontinued	0
321	528	1017	GHbA1c	investigator-rated anxiety	0
109	210	854	glycated hemoglobin A1c, body mass index (BMI), blood pressure, lipids and control criteria during the 2-year follow-up period	baseline glycated hemoglobin A1c	0
664	990	953	the mean number of oocytes retrieved	live birth	0
557	859	963	blood pressure control	progressed to the higher dose of R or E	0
48	82	1056	change in SBP and change in HOMA index, from week 0 (pre-treatment) to week 6	blood glucose	0
135	200	463	the change in serum methylmalonic acid (MMA) levels after one month of treatment	MMA levels	1
552	1628	376	'TQ total score'	general quality of life areas (SF-36)	0
596	1712	272	level at which dose limiting toxicity occurred	dose limiting toxicity	1
69	1085	864	the levels of inflammatory cells (neutrophils, eosinophils, macrophages, and lymphocytes) and epithelial cells in induced sputum	airway responsiveness	0
371	607	577	HRQL	physical HRQL	1
477	1601	399	costs per quality adjusted life years (cost/QALY)	the probability for PREP being cost-effectiv	0
391	632	216	WOMAC Pain, Physical Function and Total scores	function	0
106	161	854	HbA1c, lipid levels, blood pressure, BMI after 24 months of follow-up	Glycated hemoglobin A1c	0
429	1821	208	participation in the Link-Up Study, through attendance at a biospecimen collection site to provide a blood sample and giving written consent to participate, including use of blood samples for genetic and other research	data quality	0
384	1463	263	iPTH	the iPTH level	1
324	1391	213	the proportion of delivered compressions within target depth compared over a 2-minute period within the groups and between the groups	the proportion of delivered compressions below target depth	0
69	396	800	force platform variables PVF and impulse, the validated HCPI and the use of rescue NSAIDs	HCPI	0
471	728	398	Mobilization status as assessed by the 4-item abbreviation of the Barthel index, focusing on lower extremity motoric function	pain as measured using the VAS	0
31	1052	11	Correlation between VPW measurements from the portable chest radiograph with the PAOP	VPW	0
613	929	227	the percentage of days on which the prescribed dose of medication was taken, measured objectively over 12 weeks with an electronic medication-monitoring device (TrackCap, Aardex, Switzerland)	functional status	0
454	1518	541	pain catastrophising	pain acceptance	0
593	896	412	PK parameters and safety and tolerability	well tolerated	0
120	1150	618	BP	diastolic BP	1
369	1444	137	the Premature Infant Pain Profile (PIPP) score in the first minute after skin puncture	Duration of cry	0
80	126	835	changes in disc height as measured on CT scans	disc height	1
175	257	1081	adherence and participation	participation	0
390	632	215	Total scores	Role Physical	0
